Instrument,Revenue,Gross Profit,Operating Income,"Capital Expenditures, Cumulative",Selling/General/Administrative Expense,Net Income Incl Extra Before Distributions,Total Assets
T.N,31343000000.0,17772000000.0,-21092000000.0,-19626000000.0,7516000000.0,-23517000000.0,402853000000.0
T.N,30139000000.0,17808000000.0,6002000000.0,-4335000000.0,7174000000.0,4228000000.0,400873000000.0
T.N,29917000000.0,18090000000.0,6406000000.0,-8605000000.0,7005000000.0,4489000000.0,408453000000.0
T.N,30350000000.0,18296000000.0,5782000000.0,-13252000000.0,7197000000.0,3495000000.0,406698000000.0
T.N,32022000000.0,18111000000.0,5271000000.0,-17853000000.0,7482000000.0,2188000000.0,407060000000.0
T.N,30028000000.0,18074000000.0,5847000000.0,-3758000000.0,7018000000.0,3445000000.0,399428000000.0
T.N,29797000000.0,18355000000.0,5760000000.0,-8118000000.0,7024000000.0,3597000000.0,398026000000.0
T.N,30213000000.0,18583000000.0,2116000000.0,-13420000000.0,6953000000.0,-174000000.0,393719000000.0
T.N,32298000000.0,18103000000.0,5326000000.0,-20263000000.0,7402000000.0,4080000000.0,394795000000.0
T.N,30626000000.0,18593000000.0,5754000000.0,-4277000000.0,7149000000.0,4351000000.0,397467000000.0
T.N,30847000000.0,18697000000.0,6501000000.0,-9174000000.0,6945000000.0,4500000000.0,405491000000.0
T.N,30709000000.0,18890000000.0,6119000000.0,-14061000000.0,7461000000.0,9314000000.0,423213000000.0
T.N,33466000000.0,18648000000.0,5788000000.0,-20842000000.0,7399000000.0,3788000000.0,420198000000.0
VZ.N,34281000000.0,18990000000.0,2290000000.0,-18087000000.0,7405000000.0,1939000000.0,264829000000.0
VZ.N,32128000000.0,19138000000.0,7805000000.0,-4372000000.0,7198000000.0,5032000000.0,283947000000.0
VZ.N,32071000000.0,19350000000.0,6306000000.0,-8166000000.0,7268000000.0,3944000000.0,283108000000.0
VZ.N,32894000000.0,19510000000.0,7889000000.0,-12631000000.0,7477000000.0,5194000000.0,284875000000.0
VZ.N,34775000000.0,19144000000.0,4648000000.0,-18837000000.0,8010000000.0,5095000000.0,291727000000.0
VZ.N,31610000000.0,19314000000.0,6397000000.0,-5484000000.0,7390000000.0,4156000000.0,294500000000.0
VZ.N,30447000000.0,18698000000.0,7106000000.0,-11651000000.0,7156000000.0,4700000000.0,293259000000.0
VZ.N,31543000000.0,19209000000.0,6586000000.0,-16155000000.0,7339000000.0,4357000000.0,296994000000.0
VZ.N,34692000000.0,19870000000.0,6997000000.0,-20318000000.0,8146000000.0,4588000000.0,316481000000.0
VZ.N,32867000000.0,19345000000.0,7770000000.0,-49277000000.0,7178000000.0,5245000000.0,345573000000.0
VZ.N,33764000000.0,19509000000.0,8347000000.0,-53994000000.0,7324000000.0,5800000000.0,349190000000.0
VZ.N,32915000000.0,19387000000.0,8761000000.0,-60888000000.0,7124000000.0,6407000000.0,353457000000.0
VZ.N,34067000000.0,19071000000.0,6408000000.0,-67882000000.0,7306000000.0,4613000000.0,366596000000.0
VZ.N,33554000000.0,19204000000.0,6555000000.0,-7659000000.0,7172000000.0,4580000000.0,365716000000.0
VZ.N,33789000000.0,19369000000.0,7354000000.0,-12766000000.0,7496000000.0,5199000000.0,370147000000.0
VZ.N,34241000000.0,19640000000.0,7249000000.0,-18701000000.0,7422000000.0,4900000000.0,375090000000.0
VZ.N,35251000000.0,19489000000.0,9743000000.0,-26740000000.0,7742000000.0,6577000000.0,379680000000.0
VZ.N,32912000000.0,19408000000.0,7654000000.0,-6556000000.0,7506000000.0,4909000000.0,377716000000.0
VZ.N,32596000000.0,19846000000.0,7289000000.0,-11155000000.0,7875000000.0,4648000000.0,379955000000.0
VZ.N,33336000000.0,19959000000.0,7558000000.0,-16023000000.0,7721000000.0,4762000000.0,384830000000.0
VZ.N,35130000000.0,19956000000.0,684000000.0,-24563000000.0,8378000000.0,-2705000000.0,380255000000.0
VZ.N,32981000000.0,20109000000.0,7631000000.0,-4825000000.0,8037000000.0,4602000000.0,380158000000.0
VZ.N,32796000000.0,20325000000.0,7771000000.0,-8684000000.0,8024000000.0,4593000000.0,379146000000.0
VZ.N,33330000000.0,20279000000.0,6016000000.0,-12787000000.0,7788000000.0,3306000000.0,381164000000.0
VZ.N,35681000000.0,20167000000.0,8185000000.0,-17990000000.0,8240000000.0,5005000000.0,384711000000.0
VZ.N,33485000000.0,20429000000.0,8068000000.0,-4267000000.0,7874000000.0,4879000000.0,380364000000.0
VZ.N,34504000000.0,20619000000.0,8260000000.0,-8187000000.0,7812000000.0,5003000000.0,383285000000.0
VZ.N,33821000000.0,20475000000.0,8199000000.0,-12603000000.0,7700000000.0,4950000000.0,388331000000.0
VZ.N,36381000000.0,20108000000.0,4640000000.0,-17461000000.0,8248000000.0,2342000000.0,404258000000.0
DTEGn.DE,20261000000.0,9928000000.0,948000000.0,-12492000000.0,267000000.0,-431000000.0,145375000000.0
DTEGn.DE,19488000000.0,11268000000.0,2258000000.0,-3827000000.0,224000000.0,900000000.0,165472000000.0
DTEGn.DE,19664000000.0,11495000000.0,2350000000.0,-8026000000.0,248000000.0,944000000.0,164214000000.0
DTEGn.DE,20017000000.0,11724000000.0,3057000000.0,-11207000000.0,203000000.0,1369000000.0,174327000000.0
DTEGn.DE,21362000000.0,11535000000.0,1792000000.0,-14357000000.0,209000000.0,653000000.0,170672000000.0
DTEGn.DE,19943000000.0,12010000000.0,2511000000.0,-3570000000.0,265000000.0,916000000.0,173646000000.0
DTEGn.DE,27041000000.0,16086000000.0,3087000000.0,-8116000000.0,327000000.0,753000000.0,269971000000.0
DTEGn.DE,26393000000.0,16029000000.0,3107000000.0,-12880000000.0,218000000.0,817000000.0,265292000000.0
DTEGn.DE,27622000000.0,14956000000.0,4100000000.0,-18694000000.0,158000000.0,1671000000.0,264917000000.0
DTEGn.DE,26390000000.0,15631000000.0,3519000000.0,-12272000000.0,250000000.0,936000000.0,273901000000.0
DTEGn.DE,26593000000.0,15572000000.0,3688000000.0,-16594000000.0,294000000.0,1880000000.0,270504000000.0
DTEGn.DE,26594000000.0,15513000000.0,3343000000.0,-21259000000.0,400000000.0,889000000.0,273355000000.0
DTEGn.DE,28596000000.0,14771000000.0,2272000000.0,-26365000000.0,171000000.0,471000000.0,281627000000.0
DTEGn.DE,27693000000.0,15539000000.0,6194000000.0,-7172000000.0,274000000.0,3948000000.0,292422000000.0
DTEGn.DE,27835000000.0,15979000000.0,2221000000.0,-12258000000.0,624000000.0,1460000000.0,301686000000.0
DTEGn.DE,28925000000.0,16594000000.0,3161000000.0,-18208000000.0,222000000.0,1577000000.0,321357000000.0
DTEGn.DE,29744000000.0,16037000000.0,3838000000.0,-24114000000.0,250000000.0,1016000000.0,298590000000.0
DTEGn.DE,27824000000.0,16783000000.0,5014000000.0,-4826000000.0,273000000.0,15360000000.0,303793000000.0
DTEGn.DE,27221000000.0,16784000000.0,5207000000.0,-9436000000.0,289000000.0,1539000000.0,299701000000.0
DTEGn.DE,27556000000.0,17086000000.0,5426000000.0,-13701000000.0,220000000.0,1922000000.0,302513000000.0
DTEGn.DE,29369000000.0,16832000000.0,5151000000.0,-17866000000.0,263000000.0,-1035000000.0,290305000000.0
DTEGn.DE,27942000000.0,17380000000.0,5686000000.0,-4718000000.0,289000000.0,1982000000.0,295222000000.0
DTEGn.DE,28394000000.0,17928000000.0,5980000000.0,-8578000000.0,150000000.0,2087000000.0,296044000000.0
DTEGn.DE,28501000000.0,17943000000.0,6137000000.0,-14370000000.0,267000000.0,2957000000.0,288608000000.0
DTEGn.DE,30931000000.0,17776000000.0,8474000000.0,-19171000000.0,188000000.0,4183000000.0,304934000000.0
DTEGn.DE,29755000000.0,18746000000.0,6766000000.0,-4480000000.0,228000000.0,2845000000.0,304980000000.0
DTEGn.DE,28671000000.0,18031000000.0,6642000000.0,-9205000000.0,211000000.0,2614000000.0,281511000000.0
DTEGn.DE,28935000000.0,18133000000.0,6027000000.0,-14586000000.0,135000000.0,2427000000.0,287205000000.0
DTEGn.DE,31720000000.0,18107000000.0,5387000000.0,-19256000000.0,143000000.0,1723000000.0,289769000000.0
CMCSA.O,27846000000.0,18594000000.0,4514000000.0,-11709000000.0,8646000000.0,2511000000.0,251684000000.0
CMCSA.O,26859000000.0,18290000000.0,5182000000.0,-2639000000.0,7849000000.0,3553000000.0,256189000000.0
CMCSA.O,26858000000.0,18603000000.0,5356000000.0,-5433000000.0,8002000000.0,3125000000.0,256555000000.0
CMCSA.O,26827000000.0,18511000000.0,5340000000.0,-8552000000.0,8057000000.0,3217000000.0,256374000000.0
CMCSA.O,28398000000.0,19098000000.0,5247000000.0,-12428000000.0,8719000000.0,3162000000.0,263414000000.0
CMCSA.O,26609000000.0,18308000000.0,4852000000.0,-2499000000.0,8240000000.0,2147000000.0,262421000000.0
CMCSA.O,23715000000.0,16898000000.0,4647000000.0,-5176000000.0,7630000000.0,2988000000.0,265978000000.0
CMCSA.O,25532000000.0,16967000000.0,4076000000.0,-8115000000.0,8049000000.0,2019000000.0,268940000000.0
CMCSA.O,27708000000.0,18270000000.0,3918000000.0,-11634000000.0,9134000000.0,3380000000.0,273869000000.0
CMCSA.O,27205000000.0,18286000000.0,5039000000.0,-2471000000.0,8257000000.0,3329000000.0,278511000000.0
CMCSA.O,28546000000.0,19290000000.0,5507000000.0,-5286000000.0,8513000000.0,3738000000.0,277004000000.0
CMCSA.O,30298000000.0,19903000000.0,5450000000.0,-8152000000.0,8951000000.0,4035000000.0,277061000000.0
CMCSA.O,30336000000.0,20456000000.0,4821000000.0,-12057000000.0,9812000000.0,3056000000.0,275905000000.0
CMCSA.O,31010000000.0,20440000000.0,5569000000.0,-2497000000.0,9227000000.0,3549000000.0,274074000000.0
CMCSA.O,30016000000.0,21129000000.0,6367000000.0,-5653000000.0,9107000000.0,3396000000.0,267032000000.0
CMCSA.O,29849000000.0,20900000000.0,-2425000000.0,-9214000000.0,9353000000.0,-4598000000.0,254308000000.0
CMCSA.O,30553000000.0,20746000000.0,4530000000.0,-13767000000.0,10564000000.0,3023000000.0,257275000000.0
CMCSA.O,29691000000.0,20687000000.0,5646000000.0,-3429000000.0,9309000000.0,3834000000.0,259429000000.0
CMCSA.O,30513000000.0,21664000000.0,6709000000.0,-7204000000.0,9320000000.0,4248000000.0,262147000000.0
CMCSA.O,30115000000.0,21463000000.0,6475000000.0,-11327000000.0,9635000000.0,4046000000.0,261072000000.0
CMCSA.O,31253000000.0,20997000000.0,4484000000.0,-15540000000.0,10943000000.0,3261000000.0,264811000000.0
CMCSA.O,30058000000.0,21235000000.0,5810000000.0,-3309000000.0,9863000000.0,3856000000.0,263601000000.0
CMCSA.O,29688000000.0,21727000000.0,6635000000.0,-6695000000.0,9633000000.0,3928000000.0,262555000000.0
CMCSA.O,32070000000.0,21854000000.0,5859000000.0,-10310000000.0,10130000000.0,3629000000.0,269871000000.0
CMCSA.O,31914000000.0,21888000000.0,4993000000.0,-15130000000.0,10937000000.0,4777000000.0,266211000000.0
CMCSA.O,29887000000.0,21472000000.0,5658000000.0,-2874000000.0,9869000000.0,3375000000.0,267770000000.0
CMCSA.O,30313000000.0,22737000000.0,5992000000.0,-6187000000.0,10285000000.0,11123000000.0,273850000000.0
CMCSA.O,31198000000.0,22543000000.0,5534000000.0,-9935000000.0,10679000000.0,3333000000.0,272995000000.0
CMCSA.O,32310000000.0,22005000000.0,3488000000.0,-14408000000.0,11680000000.0,2167000000.0,272631000000.0
VOD.L,10996000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,10653000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11750000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,10506000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11201000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11101000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11684000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11278000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,11638000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,8793000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,9346000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,9036000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,9811000000.0,,,,,,
VOD.L,,,,,,,
VOD.L,9385000000.0,,,,,,
VOD.L,,,,,,,
EQIX.O,1310083000.0,639148000.0,258554000.0,-2096174000.0,332224000.0,110022000.0,20244638000.0
EQIX.O,1363218000.0,681188000.0,279126000.0,-363967000.0,340750000.0,118078000.0,22491091000.0
EQIX.O,1384977000.0,686798000.0,291781000.0,-808138000.0,336838000.0,143527000.0,22886505000.0
EQIX.O,1396810000.0,692471000.0,285683000.0,-1364960000.0,346619000.0,120850000.0,22842333000.0
EQIX.O,1417135000.0,691499000.0,260216000.0,-2079521000.0,350673000.0,124995000.0,23965615000.0
EQIX.O,1444542000.0,708260000.0,247043000.0,-400941000.0,370824000.0,118792000.0,23590698000.0
EQIX.O,1470121000.0,730777000.0,280620000.0,-882889000.0,366825000.0,133304000.0,27792630000.0
EQIX.O,1519767000.0,751788000.0,194856000.0,-1448174000.0,384685000.0,66687000.0,26436714000.0
EQIX.O,1564115000.0,733380000.0,184605000.0,-2282504000.0,408876000.0,50994000.0,27006841000.0
EQIX.O,1596064000.0,784847000.0,284604000.0,-563598000.0,414400000.0,156362000.0,27316990000.0
EQIX.O,1657919000.0,792799000.0,176194000.0,-1255830000.0,423288000.0,68339000.0,27930362000.0
EQIX.O,1675176000.0,779813000.0,282300000.0,-1934107000.0,422912000.0,152216000.0,27774131000.0
EQIX.O,1706378000.0,795943000.0,249939000.0,-2751512000.0,447380000.0,123274000.0,27918698000.0
EQIX.O,1734447000.0,818572000.0,267845000.0,-412518000.0,465689000.0,147453000.0,28023233000.0
EQIX.O,1817154000.0,886897000.0,317433000.0,-897348000.0,471271000.0,216322000.0,29038214000.0
EQIX.O,1840659000.0,905990000.0,333234000.0,-1450077000.0,477474000.0,211807000.0,29325866000.0
EQIX.O,1870845000.0,900145000.0,282343000.0,-2278004000.0,511872000.0,128763000.0,30310742000.0
EQIX.O,1998209000.0,992118000.0,384375000.0,-529600000.0,518153000.0,258786000.0,31274198000.0
EQIX.O,2018408000.0,957608000.0,332386000.0,-1167759000.0,529298000.0,207030000.0,31566945000.0
EQIX.O,2061030000.0,992039000.0,379991000.0,-1785298000.0,530339000.0,275794000.0,31684602000.0
EQIX.O,2110489000.0,1018713000.0,346487000.0,-2781018000.0,573525000.0,227568000.0,32650724000.0
EQIX.O,2127000000.0,1036000000.0,363000000.0,-707000000.0,582000000.0,231000000.0,31937000000.0
EQIX.O,2159000000.0,1077000000.0,436000000.0,-1355000000.0,546000000.0,301000000.0,32854000000.0
EQIX.O,2201000000.0,1103000000.0,425000000.0,-2079000000.0,564000000.0,297000000.0,35438000000.0
EQIX.O,2261000000.0,1065000000.0,88000000.0,-3066000000.0,561000000.0,-14000000.0,35085000000.0
EQIX.O,2225000000.0,1141000000.0,458000000.0,-750000000.0,568000000.0,343000000.0,36079000000.0
EQIX.O,2256000000.0,1172000000.0,495000000.0,-1739000000.0,561000000.0,368000000.0,38849000000.0
EQIX.O,2316000000.0,1174000000.0,474000000.0,-2875000000.0,574000000.0,374000000.0,38060000000.0
EQIX.O,2420000000.0,1222000000.0,422000000.0,-4311000000.0,603000000.0,265000000.0,40141000000.0
DLR.N,778267000.0,491037000.0,121279000.0,-1735874000.0,41815000.0,51559000.0,23766695000.0
DLR.N,814515000.0,519255000.0,128657000.0,-398349000.0,53459000.0,116812000.0,23342067000.0
DLR.N,800797000.0,503842000.0,128067000.0,-839968000.0,52983000.0,60168000.0,23430091000.0
DLR.N,806466000.0,505677000.0,159401000.0,-1213219000.0,49985000.0,66497000.0,23172765000.0
DLR.N,787463000.0,487706000.0,206430000.0,-1530681000.0,54670000.0,336284000.0,23068131000.0
DLR.N,823337000.0,511959000.0,99417000.0,-690560000.0,63538000.0,224014000.0,33113300000.0
DLR.N,992995000.0,611907000.0,152811000.0,-1206071000.0,94291000.0,74831000.0,33862638000.0
DLR.N,1024668000.0,623330000.0,91396000.0,-1990179000.0,91352000.0,-138000.0,35435333000.0
DLR.N,1062609000.0,642297000.0,110687000.0,-3093718000.0,102188000.0,57691000.0,36076291000.0
DLR.N,1090391000.0,713909000.0,174172000.0,-508523000.0,137794000.0,385920000.0,35542491000.0
DLR.N,1093188000.0,698674000.0,185628000.0,-1081446000.0,134692000.0,121254000.0,36151220000.0
DLR.N,1133136000.0,702774000.0,184365000.0,-1748075000.0,135060000.0,134275000.0,35847646000.0
DLR.N,1111167000.0,680705000.0,131172000.0,-2520772000.0,139608000.0,1067810000.0,36369560000.0
DLR.N,1127322000.0,678905000.0,90100000.0,-518734000.0,135913000.0,73281000.0,36680542000.0
DLR.N,1139322000.0,704371000.0,170372000.0,-1067027000.0,143376000.0,63427000.0,35956057000.0
DLR.N,1192083000.0,706490000.0,157381000.0,-1753520000.0,133447000.0,237075000.0,39215217000.0
DLR.N,1233107000.0,730506000.0,120980000.0,-2643097000.0,155431000.0,3901000.0,41484998000.0
DLR.N,1338723000.0,761119000.0,177334000.0,-738677000.0,150320000.0,68726000.0,41953067000.0
DLR.N,1366267000.0,753768000.0,154860000.0,-1368660000.0,147916000.0,118184000.0,42388734000.0
DLR.N,1402432000.0,755720000.0,58226000.0,-2466462000.0,148121000.0,733618000.0,41932517000.0
DLR.N,1369639000.0,761583000.0,134041000.0,-3525598000.0,155899000.0,28310000.0,44113258000.0
DLR.N,1331143000.0,775354000.0,148297000.0,-659315000.0,152210000.0,281508000.0,42633089000.0
DLR.N,1356749000.0,785873000.0,9889000.0,-1314800000.0,156795000.0,80220000.0,43606883000.0
DLR.N,1431214000.0,814053000.0,165650000.0,-2096330000.0,156802000.0,51193000.0,45295391000.0
DLR.N,1435862000.0,814073000.0,142157000.0,-2831740000.0,167716000.0,189569000.0,45283616000.0
DLR.N,1407637000.0,840513000.0,195750000.0,-787303000.0,161740000.0,109974000.0,45080562000.0
DLR.N,1493150000.0,871722000.0,211697000.0,-1491626000.0,176117000.0,1032156000.0,48714995000.0
DLR.N,1577234000.0,907484000.0,138421000.0,-2179018000.0,182205000.0,67812000.0,48728634000.0
DLR.N,1634671000.0,924936000.0,112633000.0,-3181179000.0,204120000.0,98647000.0,49410468000.0
IRM.N,1061489000.0,615738000.0,254053000.0,-532541000.0,256374000.0,157844000.0,11857218000.0
IRM.N,1053863000.0,593217000.0,158675000.0,-211516000.0,268711000.0,29561000.0,13689363000.0
IRM.N,1066907000.0,603098000.0,193115000.0,-406347000.0,252156000.0,92441000.0,13720982000.0
IRM.N,1062224000.0,612852000.0,223474000.0,-584033000.0,237151000.0,107675000.0,13577167000.0
IRM.N,1079590000.0,624238000.0,206074000.0,-748459000.0,237782000.0,37700000.0,13816816000.0
IRM.N,1068731000.0,601810000.0,137502000.0,-103206000.0,238733000.0,63975000.0,13566336000.0
IRM.N,982239000.0,699642000.0,114686000.0,-210013000.0,356758000.0,-7086000.0,14367553000.0
IRM.N,1036647000.0,724879000.0,189004000.0,-320960000.0,354832000.0,38394000.0,13682660000.0
IRM.N,1059653000.0,891329000.0,425293000.0,-453253000.0,370601000.0,247410000.0,14149267000.0
IRM.N,1082040000.0,762806000.0,170406000.0,-147859000.0,391398000.0,45603000.0,13944449000.0
IRM.N,1119756000.0,780263000.0,305928000.0,-303045000.0,394865000.0,275285000.0,14314316000.0
IRM.N,1130148000.0,789036000.0,181436000.0,-428924000.0,382147000.0,67683000.0,14234395000.0
IRM.N,1159587000.0,817294000.0,196402000.0,-624376000.0,399246000.0,61648000.0,14450031000.0
IRM.N,1248046000.0,844954000.0,221459000.0,-162963000.0,424253000.0,42299000.0,15627976000.0
IRM.N,1289534000.0,872921000.0,293781000.0,-334992000.0,435257000.0,200081000.0,15622319000.0
IRM.N,1286945000.0,886197000.0,285762000.0,-602990000.0,430592000.0,192164000.0,15694716000.0
IRM.N,1279049000.0,884497000.0,248198000.0,-883583000.0,424590000.0,122437000.0,16140514000.0
IRM.N,1314349000.0,898596000.0,240662000.0,-267263000.0,450393000.0,64595000.0,16465709000.0
IRM.N,1357936000.0,926533000.0,212526000.0,-603388000.0,473046000.0,114000.0,16678569000.0
IRM.N,1388175000.0,968014000.0,237833000.0,-968093000.0,487070000.0,91043000.0,16876918000.0
IRM.N,1419829000.0,990236000.0,230757000.0,-1345097000.0,486668000.0,28482000.0,17473802000.0
IRM.N,1476863000.0,995354000.0,245623000.0,-383431000.0,491211000.0,74061000.0,17829556000.0
IRM.N,1534409000.0,1031173000.0,230294000.0,-781358000.0,517573000.0,35783000.0,17966934000.0
IRM.N,1557358000.0,1047276000.0,245747000.0,-1179788000.0,510237000.0,-33620000.0,18469629000.0
IRM.N,1581279000.0,1062517000.0,282177000.0,-1853950000.0,503478000.0,103932000.0,18717115000.0
IRM.N,1592529000.0,1055633000.0,254294000.0,-683692000.0,503045000.0,15952000.0,19362087000.0
IRM.N,1711948000.0,1136942000.0,259896000.0,-1241428000.0,570287000.0,-44921000.0,20176789000.0
IRM.N,1754093000.0,1138745000.0,308589000.0,-1776587000.0,511839000.0,84290000.0,20632853000.0
IRM.N,1843167000.0,1199157000.0,341043000.0,-2347115000.0,516951000.0,89270000.0,21125019000.0